id_domena;domena;czy_linki;czy_telefon;czy_mail;czy_facebook
1590644;krasbud.com.pl;1;0;0;0
1590648;krasnystaw.com.pl;1;0;0;0
1590651;krasula.com.pl;1;0;0;0
1590664;kre-art.pl;1;0;0;1
1590676;kregielnia.com.pl;1;0;0;0
1590690;kristar.pl;1;0;0;0
1590691;kris-transport.pl;1;0;0;0
1590694;krolicki.com.pl;1;0;0;0
1590710;kruger.com.pl;1;0;0;0
1590734;krystof.com.pl;1;0;0;0
1590780;kuczwara.pl;1;0;0;0
1590781;kuczynski.com.pl;1;0;0;0
1590805;kumek.pl;1;0;0;0
1590806;kunka.com.pl;1;0;0;0
1590808;kup.com.pl;1;0;0;0
1590821;kurdek.com.pl;1;0;0;0
1590834;kusmierek.com.pl;1;0;0;0
1590858;kwiatki.com.pl;1;0;0;0
1590877;lab29.pl;1;0;0;0
1590934;lansnabalans.pl;1;0;0;0
1590936;lapczynski.com.pl;1;0;0;0
1590943;laru.com.pl;1;0;0;0
1590962;latoszyn.com.pl;1;0;0;0
1590964;laube.com.pl;1;0;0;0
1590980;leanspiration.pl;1;0;0;0
1590981;learnaddict.pl;1;0;0;0
1591002;lepiej.com.pl;1;0;0;0
1591008;leszcze.com.pl;1;0;0;0
1591010;letterpress.com.pl;1;0;0;0
1591054;ponadgabarytowy.pl;1;0;0;0
1591081;potrebka.pl;1;0;0;0
1591084;poweriser.com.pl;1;0;0;0
1591090;prac.com.pl;1;0;0;0
1591094;praha.com.pl;1;0;0;0
1591133;pro-admin.com.pl;1;0;0;0
1591135;procedis.pl;1;0;0;0
1591223;przadka.com.pl;1;0;0;1
1591276;psycholog-terapeuta.com.pl;1;0;0;0
1591284;ptb.com.pl;1;0;0;0
1591301;pushmedia.com.pl;1;0;0;0
1591309;puz.com.pl;1;0;0;0
1591333;qerior.com.pl;1;0;0;0
1591396;rah.com.pl;1;0;0;0
1591420;randka.com.pl;1;0;0;0
1591425;rapptem.com.pl;1;0;0;0
1591428;rar.com.pl;1;0;0;1
1591430;rata.com.pl;1;0;0;0
1591449;rdzak.com.pl;1;0;0;0
1591450;reachit.pl;1;0;0;0
1591451;react.com.pl;1;0;0;1
1591471;redwood.com.pl;1;0;0;0
1591483;regionalna.com.pl;1;0;0;0
1591506;rejestracja.com.pl;1;0;0;0
1591519;relex.com.pl;1;0;0;1
1591523;re-load.pl;1;0;0;0
1591529;remik.com.pl;1;0;0;0
1591563;resory.com.pl;1;0;0;0
1591650;rodan.com.pl;1;0;0;0
1591661;rogata.com.pl;1;0;0;0
1591663;rogiewicz.com.pl;1;0;0;0
1591678;roksa.com.pl;1;0;0;0
1591686;rol-mar.com.pl;1;0;0;0
1591712;room.com.pl;1;0;0;0
1591716;rosalie.pl;1;0;0;0
1591734;rottlove.pl;1;0;0;0
1591745;royal-stone.com.pl;1;0;0;0
1591764;rozrzad.com.pl;1;0;0;0
1591816;ruszkiewicz.com.pl;1;0;0;0
1591827;rvb.pl;1;0;0;0
1591847;rygielski.com.pl;1;0;0;0
1591866;rzadkowski.com.pl;1;0;0;0
1591887;rzezbiarz.com.pl;1;0;0;0
1591893;s32.pl;1;0;0;0
1591906;sadlak.com.pl;1;0;0;0
1591948;sakuvision.com.pl;1;0;0;0
1591980;samas.com.pl;1;0;0;0
1591996;samotny.pl;1;0;0;0
1591999;sampel.com.pl;1;0;0;0
1592014;sanipex.com.pl;1;0;0;1
1592068;savita.com.pl;1;0;0;0
1592094;scherer.com.pl;1;0;0;0
1592095;schimmelpfennig.com.pl;1;0;0;0
1592109;scibior.com.pl;1;0;0;0
1592125;se7en.com.pl;1;0;0;0
1592128;seatell.pl;1;0;0;0
1592132;seba-trans.com.pl;1;0;0;0
1592160;seemann.com.pl;1;0;0;0
1592167;sejfy.com.pl;1;0;0;0
1592177;seledyn.com.pl;1;0;0;0
1592189;semal.com.pl;1;0;0;0
1592229;sergiusz.com.pl;1;0;0;0
1592234;servant.pl;1;0;0;0
1592239;services.com.pl;1;0;0;0
1592265;severin.com.pl;1;0;0;0
1592310;shot-media.com.pl;1;0;0;0
1592331;sibila.com.pl;1;0;0;0
1592356;siemieniuk.com.pl;1;0;0;0
1592363;siewert.com.pl;1;0;0;0
1592390;silverpol.com.pl;1;0;0;0
1592433;sixteen.com.pl;1;0;0;0
1592436;sizelogic.pl;1;0;0;0
1592484;skoczen.com.pl;1;0;0;0
1592491;skolysz.com.pl;1;0;0;0
1592520;skrzydlaczek.pl;1;0;0;0
1592560;slavs.pl;1;0;0;0
1592562;slawek.com.pl;1;0;0;0
1592588;slowianski.com.pl;1;0;0;0
1592614;smardy.pl;1;0;0;0
1592645;smierzewski.pl;1;0;0;0
1592707;sobolak.com.pl;1;0;0;0
1592724;sodalicious.pl;1;0;0;0
1592731;softal.pl;1;0;0;0
1592732;softate.pl;1;0;0;0
1592763;sokolniki.com.pl;1;0;0;0
1592766;sokoni.pl;1;0;0;0
1592789;soliwoda.com.pl;1;0;0;0
1592806;sondaz.com.pl;1;0;0;0
1592818;soplan.pl;1;0;0;0
1592819;sopranos.com.pl;1;0;0;0
1592830;sosnicka.com.pl;1;0;0;0
1592846;soweko.pl;1;0;0;0
1592850;sowlany.pl;1;0;0;0
1592914;spinwise.pl;1;0;0;0
1592950;sportowe.com.pl;1;0;0;0
1592951;sportowiec.com.pl;1;0;0;0
1592960;springman.com.pl;1;0;0;0
1593100;stech.com.pl;1;0;0;0
1593173;stolarek.com.pl;1;0;0;0
1593181;stol-mar.com.pl;1;0;0;0
1593244;strozyk.com.pl;1;0;0;0
1593279;studzianki.com.pl;1;0;0;0
1593310;suchocki.com.pl;1;0;0;0
1593340;sunschool.pl;1;0;0;1
1593381;swarzedz.com.pl;1;0;0;0
1593383;swatek.com.pl;1;0;0;0
1593420;swietlicki.com.pl;1;0;0;0
1593459;symposion.com.pl;1;0;0;0
1593471;sysconfig.pl;1;0;0;0
1593485;syty.com.pl;1;0;0;0
1593520;szanta.com.pl;1;0;0;1
1593549;szczeluszczenko.com.pl;1;0;0;0
1593588;szeremiota.pl;1;0;0;0
1593628;szmata.pl;1;0;0;0
1593630;szmigiel.com.pl;1;0;0;0
1593651;szotynski.pl;1;0;0;0
1593652;szozda.com.pl;1;0;0;0
1593694;szuk.com.pl;1;0;0;0
1593723;szwedowicz.com.pl;1;0;0;0
1593724;szwej.com.pl;1;0;0;0
1593752;szyper.com.pl;1;0;0;0
1593831;tarlowski.com.pl;1;0;0;0
1593843;ta-ta-ra-ta.pl;1;0;0;0
1593893;technicus.com.pl;1;0;0;0
1593922;tekomel.pl;1;0;0;0
1593953;telkol.com.pl;1;0;0;0
1593958;tel-system.com.pl;1;0;0;0
1594026;tevet.pl;1;0;0;0
1594035;tgxtech.pl;1;0;0;1
1594061;tigled.pl;1;0;0;0
1594127;tomart.com.pl;1;0;0;0
1594132;tomaszewicz.com.pl;1;0;0;0
1594133;tomaszfoto.com.pl;1;0;0;0
1594143;tomcord.pl;1;0;0;0
1594181;topel.pl;1;0;0;0
1594184;toplook.pl;1;0;0;0
1594186;topmodna.pl;1;0;0;0
1594216;tosik.com.pl;1;0;0;1
1594245;tracilowski.pl;1;0;0;0
1594282;trans-gaz.com.pl;1;0;0;0
1594330;tre.com.pl;1;0;0;0
1594351;tribecoders.pl;1;0;0;1
1594388;truszkiewicz.com.pl;1;0;0;0
1594468;turysta.com.pl;1;0;0;0
1594474;tusiewytatu.pl;1;0;0;0
1594477;tuszy.com.pl;1;0;0;0
1594496;tworus.com.pl;1;0;0;0
1594502;tyl.com.pl;1;0;0;0
1594525;tyra.com.pl;1;0;0;0
1594542;ubezpieczony.com.pl;1;0;0;0
1594557;ui.com.pl;1;0;0;0
1594565;ulenberg.com.pl;1;0;0;0
1594570;ultra.com.pl;1;0;0;0
1594620;urodzajnia.com.pl;1;0;0;1
1594664;vegas.com.pl;1;0;0;0
1594675;venditor.com.pl;1;0;0;0
1594676;venetian.com.pl;1;0;0;0
1594682;ventura.com.pl;1;0;0;0
1594810;walulik.com.pl;1;0;0;0
1594836;wasielewski.com.pl;1;0;0;0
1594863;wawrzycki.com.pl;1;0;0;0
1594868;wbm.com.pl;1;0;0;0
1594892;wegrzynek.com.pl;1;0;0;0
1594900;well.com.pl;1;0;0;0
1594962;wielkopolskie.com.pl;1;0;0;0
1594966;wierstakow.pl;1;0;0;0
1594985;wilex.com.pl;1;0;0;0
1595001;winatrans.com.pl;1;0;0;0
1595014;winiecki.com.pl;1;0;0;1
1595018;winnik.com.pl;1;0;0;0
1595026;wioslarstwo.com.pl;1;0;0;0
1595027;wirginia.com.pl;1;0;0;1
1595031;wirtualne.com.pl;1;0;0;0
1595063;wlodarz.com.pl;1;0;0;0
1595173;wychowawcy.com.pl;1;0;0;0
1595180;wydrzynska.com.pl;1;0;0;0
1595231;zegarek.com.pl;1;0;0;0
1595238;zielarski.com.pl;1;0;0;0
1595243;zlobek.com.pl;1;0;0;0
1597235;2pim.pl;1;0;0;0
1597246;acaiberryopinie.com.pl;1;0;0;0
1597270;alltube.com.pl;1;0;0;0
1597273;www.ambasadortesco.pl;1;0;0;0
1597288;www.annawieclawska.pl;1;0;0;0
1597289;antyblokada.pl;1;0;0;0
1597299;architektwchmurze.pl;1;0;0;1
1597307;asgej.pl;1;0;0;0
1597324;avansme.pl;1;0;0;0
1597327;www.azoor.pl;1;0;0;0
1597344;betsson-bonus.pl;1;0;0;0
1597361;blackjackgeeks.pl;1;0;0;0
1597388;budownictwo-ogolne.pl;1;0;0;0
1597406;chcenastaz.pl;1;0;0;0
1597425;crkt.pl;1;0;0;0
1597437;danielstryjecki.pl;1;0;0;0
1597459;do-biegania.pl;1;0;0;0
1597479;dopokiwalczysz.pl;1;0;0;1
1597483;dpjacewicz.pl;1;0;0;0
1597510;eduhurt.pl;1;0;0;0
1597541;etheralots.pl;1;0;0;0
1597590;fox-med.pl;1;0;0;0
1597593;fts-abaris.com.pl;1;0;0;0
1597602;fuzex.pl;1;0;0;0
1597630;greatleasing.pl;1;0;0;0
1597635;grundisynowie.pl;1;0;0;0
1597717;jpkonline.pl;1;0;0;0
1597729;kalendarzekbx.pl;1;0;0;0
1597757;kinomaniak.com.pl;1;0;0;0
1597768;kobieceinfo.com.pl;1;0;0;0
1597787;kosmetyki-krzeszowice.pl;1;0;0;0
1597790;kotlyekologiczne.pl;1;0;0;0
1597815;k-view.pl;1;0;0;1
1597837;light-love.pl;1;0;0;0
1597839;limanowa-pois.pl;1;0;0;0
1597846;lodychyz.pl;1;0;0;1
1597855;lowpower.pl;1;0;0;0
1597877;mana.org.pl;1;0;0;0
1597939;mix24shop.pl;1;0;0;1
1597959;moltoluce.pl;1;0;0;0
1597984;mylittlenest.pl;1;0;0;1
1598006;naturawit.pl;1;0;0;0
1598035;nowechwilowki.com.pl;1;0;0;0
1598082;owocbiega.pl;1;0;0;1
1598099;pazurkowykacik.pl;1;0;0;0
1598104;pelnasala.pl;1;0;0;0
1598153;portalbiznes.com.pl;1;0;0;0
1598213;rabalux24.pl;1;0;0;0
1598233;rem2017.pl;1;0;0;0
1598296;sigsegv.pl;1;0;0;0
1598297;silowniaperfekt.pl;1;0;0;0
1598302;skazaninawakacje.pl;1;0;0;1
1598358;superbodychallenge.pl;1;0;0;0
1598365;sylabinka.waw.pl;1;0;0;0
1598399;taxi33-kielce.pl;1;0;0;0
1598418;thevagabondgirl.pl;1;0;0;0
1598426;top-crystal.pl;1;0;0;0
1598458;ubrankakubus.pl;1;0;0;0
1598467;up-beat.pl;1;0;0;0
1598489;viralmoto.pl;1;0;0;0
1598493;wakacje-personalne.pl;1;0;0;0
1598495;warsztaty-menedzerskie.com.pl;1;0;0;0
1598502;wegiel.lebork.pl;1;0;0;0
1598508;whybeer.pl;1;0;0;0
1598534;wydajniewpracy.pl;1;0;0;0
1598570;zdrowaskora.edu.pl;1;0;0;0
1598623;forumiab.pl;1;0;0;0
1598643;kryminalnapila.pl;1;0;0;0
1598705;sklep-sms.pl;1;0;0;0
1598709;sushiko.pl;1;0;0;0
1598737;worekpomyslow.pl;1;0;0;1
1599145;abfilm.pl;1;0;0;0
1599151;acrylicdisplay.pl;1;0;0;0
1599194;agregatytynkarskie.pl;1;0;0;0
1599233;alster.com.pl;1;0;0;0
1599312;asterbal.pl;1;0;0;0
1599380;awrart.pl;1;0;0;0
1599450;bitstudio.pl;1;0;0;0
1599498;btstudio.com.pl;1;0;0;0
1599501;budkop.com.pl;1;0;0;0
1599566;citylife.pl;1;0;0;0
1599571;clarissa.com.pl;1;0;0;0
1599608;coola.pl;1;0;0;0
1599631;cutit.pl;1;0;0;0
1599672;dajszanse.pl;1;0;0;0
1599701;dawitech.com.pl;1;0;0;0
1599703;dbsoft.com.pl;1;0;0;0
1599705;dcreo.com.pl;1;0;0;0
1599733;delkom.com.pl;1;0;0;0
1599786;dive.com.pl;1;0;0;0
1599797;dluga.com.pl;1;0;0;0
1599840;doradztwoodszkodowawcze.pl;1;0;0;0
1599857;drela.com.pl;1;0;0;0
1599859;drewdam.com.pl;1;0;0;0
1599879;drzewiarz.com.pl;1;0;0;0
1599908;dywanyswiata.pl;1;0;0;0
1599967;edelikatesy.com.pl;1;0;0;0
1599994;ejaf.pl;1;0;0;0
1599995;ejarmark.pl;1;0;0;0
1600022;ekosmetologia.pl;1;0;0;1
1600026;eksiegarnia.com.pl;1;0;0;0
1600071;em1gsm.pl;1;0;0;0
1600082;emkasklep.pl;1;0;0;0
1600146;esklepogrodniczy.pl;1;0;0;0
1600168;euroform.com.pl;1;0;0;0
1600179;eventique.pl;1;0;0;0
1600183;eventus.com.pl;1;0;0;0
1600184;evisible.pl;1;0;0;0
1600231;finhelp.pl;1;0;0;0
1600268;fotolab.com.pl;1;0;0;0
1600284;friends.com.pl;1;0;0;0
1600353;gnatowski.com.pl;1;0;0;0
1600412;grzybkowski.com.pl;1;0;0;0
1600446;hejsan.pl;1;0;0;0
1600472;homelike.com.pl;1;0;0;0
1600478;hugo.com.pl;1;0;0;0
1600493;ictus.com.pl;1;0;0;0
1600593;jelito.com.pl;1;0;0;0
1600604;jubilerskie.com.pl;1;0;0;0
1600609;jukod.pl;1;0;0;0
1600611;jur-bud.com.pl;1;0;0;0
1600625;kaku.com.pl;1;0;0;0
1600654;kaska.com.pl;1;0;0;0
1600728;komtrans.com.pl;1;0;0;0
1600793;krusznet.com.pl;1;0;0;0
1600890;logi-mag.pl;1;0;0;0
1600900;loniowiacy.pl;1;0;0;0
1600901;lopatka.com.pl;1;0;0;0
1600916;luce.com.pl;1;0;0;0
1600927;luxusowy.com.pl;1;0;0;0
1600933;maciesz.pl;1;0;0;0
1600949;makota.com.pl;1;0;0;0
1601101;mpromocja.pl;1;0;0;0
1601102;mrics.com.pl;1;0;0;0
1601111;mte.com.pl;1;0;0;0
1601136;n77.pl;1;0;0;0
1601175;nibylandia.com.pl;1;0;0;0
1601191;nowogrodzka.com.pl;1;0;0;0
1601196;obfitosc.pl;1;0;0;0
1601200;oczek.com.pl;1;0;0;0
1601234;ortech.com.pl;1;0;0;0
1601251;owodzin.pl;1;0;0;0
1601258;pajdowski.com.pl;1;0;0;0
1601262;paleczny.com.pl;1;0;0;0
1601270;papierosnice.pl;1;0;0;0
1601288;patria.com.pl;1;0;0;0
1601298;pensjonat.com.pl;1;0;0;0
1601310;photosoft.pl;1;0;0;0
1601313;pianki.com.pl;1;0;0;0
1601327;pilkarskie.com.pl;1;0;0;0
1601387;posprzatane.pl;1;0;0;0
1601392;pozarniczy.com.pl;1;0;0;1
1601394;poznawczo-behawioralna.com.pl;1;0;0;0
1601408;preis.com.pl;1;0;0;0
1601413;principio.com.pl;1;0;0;0
1601445;pryc.com.pl;1;0;0;0
1601462;pucek.com.pl;1;0;0;0
1601479;raba.com.pl;1;0;0;0
1601561;rodzice.com.pl;1;0;0;0
1601571;roof.com.pl;1;0;0;0
1601593;rybszleger.com.pl;1;0;0;0
1601594;rychel.com.pl;1;0;0;0
1601616;samoobslugowa.com.pl;1;0;0;0
1601645;sendecki.com.pl;1;0;0;0
1601654;serwerowe.com.pl;1;0;0;0
1601678;skaryszewski.pl;1;0;0;0
1601699;smolec.com.pl;1;0;0;0
1601705;sokoly.com.pl;1;0;0;0
1601707;sola.com.pl;1;0;0;0
1601742;splash.com.pl;1;0;0;0
1601759;stanik.com.pl;1;0;0;0
1601775;stepkowska.com.pl;1;0;0;0
1601796;styczynski.com.pl;1;0;0;0
1601804;suknarowski.pl;1;0;0;0
1601809;summer.com.pl;1;0;0;0
1601827;syroczynski.com.pl;1;0;0;0
1601836;szczepankowski.com.pl;1;0;0;0
1601855;szulczynski.com.pl;1;0;0;1
1601906;termoizolacje.com.pl;1;0;0;0
1601940;treningi.com.pl;1;0;0;0
1601970;twoje-antyki.pl;1;0;0;0
1601973;tyka.com.pl;1;0;0;0
1601975;tylmanowa.pl;1;0;0;0
1601988;ubrankowo.com.pl;1;0;0;0
1602011;universe.com.pl;1;0;0;0
1602015;upominek.com.pl;1;0;0;0
1602017;urbanistyka.com.pl;1;0;0;0
1602018;urlop.com.pl;1;0;0;0
1602038;v4.com.pl;1;0;0;0
1602040;vaganza.com.pl;1;0;0;0
1602042;valder.pl;1;0;0;0
1602051;vendev.pl;1;0;0;0
1602058;veravita.com.pl;1;0;0;1
1602092;viresco.pl;1;0;0;0
1602107;vivius.com.pl;1;0;0;0
1602150;walencja.com.pl;1;0;0;0
1602190;warzywa.com.pl;1;0;0;0
1602295;widacki.com.pl;1;0;0;0
1602357;wilman.com.pl;1;0;0;0
1602392;witraz.com.pl;1;0;0;0
1602423;wniebowziete.com.pl;1;0;0;0
1602474;wosiak.com.pl;1;0;0;0
1602526;wykret.com.pl;1;0;0;0
1602536;wyposazenie.com.pl;1;0;0;0
1602542;wyrwicki.com.pl;1;0;0;0
1602565;xantos.com.pl;1;0;0;0
1602579;xmed.com.pl;1;0;0;0
1602610;yink.pl;1;0;0;0
1602612;yoga.com.pl;1;0;0;0
1602617;yonastyl.pl;1;0;0;0
1602621;yoshi.com.pl;1;0;0;0
1602626;ysd.pl;1;0;0;0
1602638;zabaw.com.pl;1;0;0;0
1602649;zablotny.com.pl;1;0;0;0
1602655;zacharewicz.com.pl;1;0;0;0
1602725;zamki.com.pl;1;0;0;0
1602780;zawilska.com.pl;1;0;0;0
1602898;zielono.com.pl;1;0;0;0
1602914;zimka.com.pl;1;0;0;0
1602991;zpharma.pl;1;0;0;0
1603006;zugaj.com.pl;1;0;0;0
1603056;zygi.com.pl;1;0;0;0
1603069;zyrardow.com.pl;1;0;0;0
1603168;eciuchy.pl;1;0;0;0
1603169;edom.com.pl;1;0;0;0
1603178;emierzeja.pl;1;0;0;1
1603185;eodszkodowania.pl;1;0;0;0
1603187;eportfel.pl;1;0;0;0
1603208;etablice.pl;1;0;0;0
1603215;eurokolporter.pl;1;0;0;1
1603221;eurotap.com.pl;1;0;0;0
1603237;extracredit.pl;1;0;0;0
1603245;fachdom.com.pl;1;0;0;0
1603251;fashiondesign.pl;1;0;0;0
1603262;fenixpro.pl;1;0;0;0
1603279;firstcompany.pl;1;0;0;0
1603292;flordeco.com.pl;1;0;0;1
1603293;flowup.pl;1;0;0;1
1603335;francuskitlumaczenia.pl;1;0;0;0
1603353;futurodesign.pl;1;0;0;0
1603367;galeriapolnoc.pl;1;0;0;0
1603423;goldencity.pl;1;0;0;0
1603425;goldhand.com.pl;1;0;0;0
1603433;gotowkowapozyczka.pl;1;0;0;0
1603465;grysms.pl;1;0;0;0
1603567;ielektronik.pl;1;0;0;0
1603580;infobajt.com.pl;1;0;0;0
1603581;infobhp.pl;1;0;0;0
1603606;instytutb61.pl;1;0;0;0
1603608;intek.com.pl;1;0;0;0
1603622;internetowekasyno.pl;1;0;0;0
1603629;inuyasha.pl;1;0;0;0
1603641;itbar.com.pl;1;0;0;0
1603724;kardamoncafe.pl;1;0;0;0
1603730;kasynobonus.pl;1;0;0;0
1603747;kingtrans.com.pl;1;0;0;0
1603766;kmforum.pl;1;0;0;0
1603772;kolczykisklep.pl;1;0;0;0
1603795;konkursysms.pl;1;0;0;0
1603810;kosztyvat.pl;1;0;0;0
1603812;kotlygrzewcze.pl;1;0;0;0
1603829;kredytczestochowa.pl;1;0;0;0
1603830;kredytkonsumpcyjny.pl;1;0;0;0
1603843;kristransport.pl;1;0;0;0
1603931;librababies.pl;1;0;0;0
1603983;majstergsm.pl;1;0;0;0
1604022;marysol.pl;1;0;0;0
1604088;mediareklama.pl;1;0;0;0
1604144;mixmedia.com.pl;1;0;0;0
1604193;motooil.com.pl;1;0;0;0
1604217;mtenis.com.pl;1;0;0;0
1604221;mtravel.com.pl;1;0;0;0
1604232;mzstudio.pl;1;0;0;0
1604255;naviexpert.com.pl;1;0;0;0
1604271;newmediavision.pl;1;0;0;1
1604360;onlinefinanse.pl;1;0;0;0
1604425;pcmarkt.com.pl;1;0;0;0
1604444;phmetry.pl;1;0;0;0
1604472;platneankiety.pl;1;0;0;0
1604477;pocztaonline.pl;1;0;0;0
1604493;polmas.com.pl;1;0;0;0
1604508;popeye.com.pl;1;0;0;0
1604515;powermetal.pl;1;0;0;1
1604582;prointerior.com.pl;1;0;0;0
1604594;projektylogo.pl;1;0;0;0
1604667;razemwiecej.pl;1;0;0;0
1604683;reklamabielsko.pl;1;0;0;0
1604692;remhouse.com.pl;1;0;0;0
1604756;salonangel.pl;1;0;0;0
1604768;schneidergroup.pl;1;0;0;0
1604774;scprojekt.pl;1;0;0;0
1604856;skutecznetabletkinaodchudzanie.pl;1;0;0;0
1604903;stalrom.pl;1;0;0;0
1604977;szlakikonne.pl;1;0;0;0
1605008;taxipiotr.com.pl;1;0;0;0
1605030;teleton.com.pl;1;0;0;0
