id_domena;domena;czy_linki;czy_telefon;czy_mail;czy_facebook
497089;zskusieta.prv.pl;1;0;0;0
497143;toscana.pl;1;0;0;0
497264;wielkopolskietkkf.pl;1;0;0;1
497279;pilse.pl;1;0;0;0
497558;wypozyczalnia.com;1;0;0;0
497687;sosir.swidnica.pl;1;0;0;0
497755;gimnazjum12.yoyo.pl;1;0;0;0
497810;dolhazs.republika.pl;1;0;0;0
497824;zabawkiph.pl;1;0;0;0
497957;rig.net.pl;1;0;0;0
497974;dabrowa_gimnazjum.republica.pl;1;0;0;0
497986;artop.com.pl;1;0;0;0
498004;stajnia.net;1;0;0;0
498032;drukfisk.pl;1;0;0;0
498064;zsj.olecko.edu.pl;1;0;0;0
498098;execcoach.pl;1;0;0;0
498124;sulzermetco.com;1;0;0;0
498205;zsosleszno.home.pl;1;0;0;0
498289;komprofi.pl;1;0;0;0
498291;gim42.pl;1;0;0;0
498308;pg2.bogacica.pl;1;0;0;0
498396;mzs.lap.pl;1;0;0;0
498467;club-elta.prv.pl;1;0;0;0
498515;wielgomlyny.paulini.pl;1;0;0;0
498550;thelogo.pl;1;0;0;0
498637;stajniastandura.pl;1;0;0;0
498723;etalongroup.pl;1;0;0;0
498787;gimnazjumbrynek.home.pl;1;0;0;0
498801;delikatesybabilon.pl;1;0;0;0
498859;soswskierniewice.edupage.org;1;0;0;0
498918;us-legnica.pl;1;0;0;0
498969;szkola.shownet.pl;1;0;0;0
498984;moyodo.com;1;0;0;0
499023;zsp-tegoborze.prv.pl;1;0;0;0
499045;zswola.eu;1;0;0;0
499090;solarium-piaseczno.prv.pl;1;0;0;0
499097;gim17.szkoly.lodz.pl;1;0;0;0
499133;gimnazjum48.pl;1;0;0;0
499156;artom-dtp.pl;1;0;0;0
499163;armed123.pl.tl;1;0;0;0
499212;zubek.info;1;0;0;0
499250;elkom.rzeszow.pl;1;0;0;0
499393;grawer.amurek.pl;1;0;0;0
499502;pik.jasky.pl;1;0;0;0
499554;hydraulik-reda.cba.pl;1;0;0;0
499646;preparator.com.pl;1;0;0;0
499786;tomax.prv.pl;1;0;0;0
499787;beresewicz.pl;1;0;0;1
499817;heliox.pl;1;0;0;0
500058;madeinitaly24.pl;1;0;0;0
500141;fortfitness.pl;1;0;0;0
500186;euronika.eu;1;0;0;0
500230;kort-tenisowy.cba.pl;1;0;0;0
501437;sznurkorali.pl;1;0;0;0
501460;negen.com.pl;1;0;0;0
531538;gabart.pl;1;0;0;0
531559;soltex.com.pl;1;0;0;0
532009;pppbialapodlaska.pl;1;0;0;0
532193;mbp.choszczno.edu.pl;1;0;0;0
532242;szkoladlugoleka.republika.pl;1;0;0;0
532409;mbp-czarnabialostocka.cba.pl;1;0;0;0
532429;sp4.nets.pl;1;0;0;0
532568;p12wchorzowie.republika.pl;1;0;0;0
532573;www.sw.pl;1;0;0;0
532654;prokuratura.gda.pl;1;0;0;0
532728;swiatgiertv.prv.pl;1;0;0;0
532756;sp2g.neostrada.pl;1;0;0;0
532842;sp57gda.pl;1;0;0;0
532938;czaniec-szkola.pl;1;0;0;0
532956;oke.jaworzno.pl;1;0;0;0
532971;p21.edu.gorzow.pl;1;0;0;0
533021;spgorzkowice.pl;1;0;0;0
533053;sp1dzialoszyn.edupage.org;1;0;0;0
533069;www.mineralstech.com;1;0;0;0
533129;biblioteka.gryfino.pl;1;0;0;0
533180;zspjanowice.bestwina.pl;1;0;0;0
533249;jedynkalapy.neostrada.pl;1;0;0;0
533278;pspjelenin.yoyo.pl;1;0;0;0
533363;pspjastrzebia.republika.pl;1;0;0;0
533479;kociszew.pl;1;0;0;0
533536;szkolakw.edupage.org;1;0;0;0
533549;strazkonskie.pl;1;0;0;0
533657;biblioteka.konstantynow.pl;1;0;0;0
533703;pppjelczlaskowice.pl;1;0;0;0
533856;pp14.pila.pl;1;0;0;0
534100;spwkrzem.prv.pl;1;0;0;0
534101;tvkprosat.pl;1;0;0;0
534220;sp.marklowice.g.zebrzydowice.pl;1;0;0;0
534250;glosmilicza.pl;1;0;0;0
534258;kmpsp.koszalin.pl;1;0;0;0
534357;spnaleczow.neostrada.pl;1;0;0;0
534374;sp3.nazwa.pl;1;0;0;0
534431;zsmorzeszczyn.edupage.org;1;0;0;0
534471;szkola.narew.gmina.pl;1;0;0;0
534518;osp.osiek.net.pl;1;0;0;0
534573;sp1starachowice.yoyo.pl;1;0;0;0
534631;zs-sucha.org;1;0;0;0
534739;p15.pl;1;0;0;0
534747;szkolastryjki.pl;1;0;0;0
534850;sp-podzamcze.pl;1;0;0;0
534858;antech.com.pl;1;0;0;0
534896;sp10tczew.edupage.org;1;0;0;0
534913;spprokowo.edupage.org;1;0;0;0
534926;sp23.torun.pl;1;0;0;0
534927;sppzdr.npx.pl;1;0;0;0
534940;sp10.lublin.pl;1;0;0;0
534955;sp4siedlce.info;1;0;0;0
534973;bursa.siedlce.pl;1;0;0;0
535002;bursaradom.neostrada.pl;1;0;0;0
535081;neptunfilm.pl;1;0;0;0
535185;sp1.prv.pl;1;0;0;0
535230;spsitowiec.edupage.org;1;0;0;0
535235;zspzlockie.muszyna.pl;1;0;0;0
535372;kmpsplodz.pl;1;0;0;0
535640;biblioteka.srem.pl;1;0;0;0
535683;aurorum.pl;1;0;0;0
535783;szkolastaremiasto.cba.pl;1;0;0;0
535795;torun.schronisko.net;1;0;0;0
535798;strazsiersza.yoyo.pl;1;0;0;0
535862;zsp2tychy.cba.pl;1;0;0;0
535912;zlobek1.walbrzych.pl;1;0;0;0
535919;zszlotnikikujawskie.edupage.org;1;0;0;0
535925;jedynka-zlotow.pl;1;0;0;0
536132;pa.waw.pl;1;0;0;0
536206;paluch.org.pl;1;0;0;0
536256;eko-fan.waw.pl;1;0;0;0
536257;zss70.edupage.org;1;0;0;0
536347;029.zabrze.magistrat.pl;1;0;0;0
536484;ppch.pl;1;0;0;0
536496;zssogdy.neostrada.pl;1;0;0;0
536536;ospzabludow.prv.pl;1;0;0;0
536552;p-23.zabrze.magistrat.pl;1;0;0;0
536557;p7zabrze.edupage.org;1;0;0;0
536570;klub12.pl;1;0;0;0
536612;szkola.zbroslawice.pl;1;0;0;0
536762;pp20.opole.pl;1;0;0;0
536764;sp7.osw.pl;1;0;0;1
536766;psp3praszka.edupage.org;1;0;0;0
536959;sp4sieradz.pl;1;0;0;0
536962;zsomsraciborz.neostrada.pl;1;0;0;0
537056;sosw.jaroslaw.pl;1;0;0;0
537108;villa-as.pl;1;0;0;0
537117;zspmizerow.edupage.org;1;0;0;0
537167;acf.pl;1;0;0;0
537178;ekoimy.most.org.pl;1;0;0;0
537195;sp14wloclawek.neostrada.pl;1;0;0;0
537202;p5.eys.pl;1;0;0;0
537315;domin.pl;1;0;0;0
537321;zsp2.strefa.pl;1;0;0;0
537386;sptluszcz.pl;1;0;0;0
537437;sp3namyslow.pl;1;0;0;0
537542;fibresco.pl;1;0;0;0
537639;studiomjm.pl;1;0;0;0
537750;ciazaidziecko.pl;1;0;0;0
537778;huskowski.eu;1;0;0;1
537828;zienkiewicz.pl;1;0;0;0
537906;jtbs.iap.pl;1;0;0;0
538054;cz.pl;1;0;0;0
538129;terazmedia.com;1;0;0;0
538205;cezarykonopacki.com;1;0;0;0
538220;sp1kalisz.republika.pl;1;0;0;0
538237;magielnatelefon.pl;1;0;0;0
538428;mediamaster.pl;1;0;0;0
538521;fragole.pl;1;0;0;0
538562;faberphotography.pl;1;0;0;0
538785;www.pp5lask.wikom.pl;1;0;0;0
538887;pspzabiawola.prv.pl;1;0;0;0
538890;www.pm101lodz.wikom.pl;1;0;0;0
538916;owczary.zielonki.pl;1;0;0;0
539010;sp319waw.edupage.org;1;0;0;0
539101;spjakubowice.pl;1;0;0;0
539213;irish.pl;1;0;0;0
539270;spzagaje.w8w.pl;1;0;0;0
539383;republica.pl;1;0;0;0
539409;sp37.net;1;0;0;0
539413;polkowice.edu.pl;1;0;0;0
539417;spchruslina.strefa.pl;1;0;0;0
539532;sp.starabiala.prv.pl;1;0;0;0
539632;pm3.polkowice.pl;1;0;0;0
539638;spsuliszewo.choszczno.edu.pl;1;0;0;0
539657;sp17.zgora.pl;1;0;0;0
539751;spgrebanin.republika.pl;1;0;0;0
539871;zelczyna.eu;1;0;0;0
539891;wypozyczalniaoskar.pl;1;0;0;0
539968;sp6.rawicz.pl;1;0;0;0
539986;spluszowice.edupage.org;1;0;0;0
540030;zspskolyszyn.com.pl;1;0;0;0
540044;zielen56.cba.pl;1;0;0;0
540233;zarzecz.gminalukow.pl;1;0;0;0
540330;spwarszewice.edupage.pl;1;0;0;0
540367;fotelebroda.pl;1;0;0;0
540434;ospmszalnica.cba.pl;1;0;0;0
540496;sp1.lw.net.pl;1;0;0;0
540553;psm-chrzanow.pl;1;0;0;0
540615;zgierz.luteranie.pl;1;0;0;0
540685;spkrusin.edupage.org;1;0;0;0
540721;spdobrowoda.edupage.org;1;0;0;0
540808;sp8pt.pl;1;0;0;0
540851;spbiskupi.cba.pl;1;0;0;0
540973;sp69waw.edupage.org;1;0;0;0
540993;spkobielice.edupage.org;1;0;0;0
541143;ospmazancowice.pl;1;0;0;0
541198;inditex.com;1;0;0;0
541208;sp3kolobrzeg.prv.pl;1;0;0;0
541253;4wrocek.pl;1;0;0;0
541303;spbobrownikiwielkie.edupage.org;1;0;0;0
541361;mp18.pulawy.pl;1;0;0;0
541374;straz.walbrzych.pl;1;0;0;0
541432;metalcave.com;1;0;0;0
541440;sp2klobuck.edupage.org;1;0;0;0
541645;owmarysienka.afr.pl;1;0;0;0
541672;zsskopanie.cba.pl;1;0;0;0
541754;zspiphanska.alias.pl;1;0;0;0
541780;studnia-pub.pl;1;0;0;0
541825;autico.pl;1;0;0;0
541871;osp.koszecin.info;1;0;0;0
541876;szkolaborek.edupage.pl;1;0;0;0
541998;szkolamielzyn.pl;1;0;0;0
542005;spgladyszow.neostrada.pl;1;0;0;0
542058;spczaple.pl;1;0;0;0
542084;zspbabice.pl.tl;1;0;0;0
542163;sp1zagnansk.edupage.org;1;0;0;0
542193;zslatoszyn.jcom.pl;1;0;0;0
542249;www.sp11.siemianowice.pl;1;0;0;0
542303;sp32.pl;1;0;0;0
542401;prawoasekuracyjne.pl;1;0;0;0
542600;www.p14tomaszow.wikom.pl;1;0;0;0
542841;pspsms.edupage.org;1;0;0;0
542856;liebner.pl;1;0;0;0
542939;pzoi.olecko.edu.pl;1;0;0;0
542966;poradniamyslenice.pl;1;0;0;0
543023;ospdobron.pl.tl;1;0;0;0
543202;fanox.pl;1;0;0;0
543303;astmedia.pl;1;0;0;1
543393;heger.pl;1;0;0;0
543509;www.openmusicstudio.pl;1;0;0;0
543608;swietnyprezent.pl;1;0;0;0
543656;mayagaleria.com;1;0;0;0
543661;tygpowisla.pulawy.pl;1;0;0;1
543683;musicstore.com.pl;1;0;0;0
543728;a-studio.pl;1;0;0;0
543806;spwm.neostrada.pl;1;0;0;0
543990;klubkombinator.com;1;0;0;0
544030;szkola4.dt.pl;1;0;0;1
544094;akademiarocka.pl;1;0;0;0
544147;serpent.pl;1;0;0;0
544222;pasiastystworek.pl;1;0;0;0
544347;michalniemiec.pl;1;0;0;0
544453;intechspiration.com;1;0;0;0
544460;bibliotekadabrowa.pl;1;0;0;0
544597;pajko.cba.pl;1;0;0;0
544614;ziemiawalecka.pl;1;0;0;0
544634;szkolagolin.wordpress.com;1;0;0;0
544641;spmiekinia.edupage.org;1;0;0;0
544674;sp217.edupage.org;1;0;0;0
544698;pppslaw.zw.pl;1;0;0;0
544738;cafeprozna.pl;1;0;0;0
544860;foto-video-janmar.pl;1;0;0;0
544925;termowizja24.pl;1;0;0;0
544967;lprt.pl;1;0;0;0
545190;vedia.pl;1;0;0;0
545191;sp4.elk.edu.pl;1;0;0;0
545223;spbogucin.e3d.pl;1;0;0;0
545426;dolistowo.jaswily.pl;1;0;0;1
545503;fotoamigo.pl;1;0;0;0
545572;www.sp3.miasto.zgierz.pl;1;0;0;0
545894;ospmalachin.zn.pl;1;0;0;0
545951;logen.pl;1;0;0;0
545962;spzalesie72.edupage.org;1;0;0;0
545995;pcpppidn.eu;1;0;0;0
546022;arirania.firmowo.net;1;0;0;0
546077;ospkruszyn.rox.pl;1;0;0;0
546145;szkolamalenia.pl;1;0;0;0
546243;marpart.pl;1;0;0;1
546351;brunali.pl;1;0;0;0
546362;www.profilwino.pl;1;0;0;0
546461;web-projekt.pl;1;0;0;0
546481;splesce.edupage.org;1;0;0;0
546502;pedagogiczne.pl;1;0;0;0
546563;midi-net.eu;1;0;0;0
546613;promservice.pl;1;0;0;0
546621;yes-we-can.pl;1;0;0;0
546661;kartex.prv.pl;1;0;0;0
546883;klaxon.pl;1;0;0;0
546927;allkora.sklepna5.pl;1;0;0;0
546989;taranty-argo.cba.pl;1;0;0;0
547120;www.akcesorio.pl;1;0;0;0
547142;phskorpion.pl;1;0;0;0
547151;melanz.com.pl;1;0;0;1
547153;colombiabar.pl;1;0;0;0
547193;kino.ck.przemysl.pl;1;0;0;0
547220;playmedia.pl;1;0;0;0
547234;doranagrania.pl;1;0;0;0
547254;senpszczoly.pl;1;0;0;0
547305;lcsnaut.com;1;0;0;0
547432;i-commerce.com.pl;1;0;0;0
547452;borsetta.eu;1;0;0;0
547486;studioradioaktywni.com;1;0;0;0
547497;vinares.pl;1;0;0;0
547605;kino-sferyczne.pl;1;0;0;0
547847;export.gov;1;0;0;0
547853;akademiasuzuki.pl;1;0;0;0
547950;zastol.pl;1;0;0;0
548194;mconnection.pl;1;0;0;0
548292;ztm.gda.pl;1;0;0;0
548336;masterslublin.pl;1;0;0;0
548393;nurkowanie-kolakowski.pl;1;0;0;0
548430;lekkoscbytu.pl;1;0;0;0
548434;bestpub.webon.pl;1;0;0;0
548459;demarca.pl;1;0;0;0
548520;wopr.com.pl;1;0;0;0
548534;feniks.urz.pl;1;0;0;0
548564;nurkowanie.swinoujscie.pl;1;0;0;0
548647;feeltheweb.pl;1;0;0;0
548756;ohnoo.com;1;0;0;1
548796;adwconsulting.pl;1;0;0;0
548821;clubchillout.pl;1;0;0;0
548865;tarnet.eu.org;1;0;0;0
548957;legeartismedica.pl;1;0;0;0
549150;elektro-audio.eu;1;0;0;0
549189;alls.pl;1;0;0;0
549259;zlotylew.jimdo.com;1;0;0;0
549306;wawer.info;1;0;0;0
549454;strojebialoleka.strefa.pl;1;0;0;0
549496;ospgaliny.pl.tl;1;0;0;0
549558;rombud.bnx.pl;1;0;0;0
549731;matrymonialne24.pl;1;0;0;0
549913;myszelgabinet.pl;1;0;0;0
550105;adamskorupa.com;1;0;0;0
550258;sfx-design.com;1;0;0;1
550287;bystrzyca.info.pl;1;0;0;0
550371;ppn.prv.pl;1;0;0;0
550459;nekropolia.kolo.pl;1;0;0;0
550555;rigroup.pl;1;0;0;0
550837;skuptelefonow.ugu.pl;1;0;0;0
559143;bhrn.pl;1;0;0;0
560545;contrast.com.pl;1;0;0;0
584168;funduszeeuropejskie.wielkopolskie.pl;1;0;0;0
584252;malgorzata-dybowska-fotograf-torun.pl.tl;1;0;0;0
589742;active-clean.pl;1;0;0;0
590288;altim.pl;1;0;0;0
590533;aparatysluchowe.jel.pl;1;0;0;0
590844;artim.istore.pl;1;0;0;0
591361;avalconsult.pl;1;0;0;0
591585;bastum.pl;1;0;0;0
591867;bip.gminakwidzyn.pl;1;0;0;0
593417;dabex.co;1;0;0;0
593586;decordom.pl;1;0;0;0
593675;denconstruction.pl;1;0;0;0
593856;docent.bigduo.pl;1;0;0;0
593962;dom-pomocy.prv.pl;1;0;0;0
594464;ekobau.opole.pl;1;0;0;0
594577;el-art.pl;1;0;0;0
594582;www.elbit.com.pl;1;0;0;0
594798;elta.prv.pl;1;0;0;0
594964;ertrans.com.pl;1;0;0;0
594986;esonowogard.pl;1;0;0;0
595230;famel.com.pl;1;0;0;0
595574;fornal.com;1;0;0;0
596153;gimn53.prv.pl;1;0;0;0
596713;hipokrateszabrze.civ.pl;1;0;0;0
597456;iplgw.republika.pl;1;0;0;1
597588;jakusz.com.pl;1;0;0;0
597731;jfg.com.pl;1;0;0;0
598136;karinaszczesna.pl;1;0;0;0
598863;kristal.bai.pl;1;0;0;0
599212;lasy-krosno.com.pl;1;0;0;0
599254;ldl.pl;1;0;0;0
599394;leuco.com.pl;1;0;0;0
599824;marathon.pol.pl;1;0;0;0
600418;metpol.biz.pl;1;0;0;0
600641;mnwr.art.pl;1;0;0;1
600671;modrak.debki.prv.pl;1;0;0;0
600962;muzeumbasni.pl;1;0;0;0
601027;nadstawem.eu;1;0;0;0
601181;nestor-electronics.eu;1;0;0;0
601206;nexus.go3.pl;1;0;0;0
601572;odziez.tit.pl;1;0;0;0
602259;panleszek.pl;1;0;0;0
602605;piasecki.ta.pl;1;0;0;0
602842;placenta.hg.pl;1;0;0;0
603234;pomocdrogowa.elk.pl;1;0;0;0
603590;profil.net.pl;1;0;0;0
603908;psychiatria-lodz.pl;1;0;0;0
603974;pukslubice.vixo.pl;1;0;0;0
604259;reklamowe.slask.pl;1;0;0;0
604292;remistal.pl;1;0;0;0
605076;secemin.eobip.pl;1;0;0;0
605930;stacja-dabrowa.pl;1;0;0;0
607177;thalgo.com.pl;1;0;0;0
607377;topvitro.com.pl;1;0;0;0
607457;transkon.yoyo.pl;1;0;0;0
607590;truckshop.pl;1;0;0;0
607765;ubezpieczeniarybnik.pl;1;0;0;0
608242;vwbank.pl;1;0;0;1
608397;wena.do.pl;1;0;0;0
608534;wihmb.archinet.pl;1;0;0;0
609190;zakopaneczeremcha.republika.pl;1;0;0;0
609241;zapachy.isu.pl;1;0;0;0
609289;zddgorzyn.pl;1;0;0;0
609318;zdw-bydgoszcz.com.pl;1;0;0;0
609378;zgiukluban.pl;1;0;0;0
609737;zzdpawlowice.pl;1;0;0;0
610094;adammadarasz.pl;1;0;0;0
610118;adifot.pl;1;0;0;0
610415;aldrew.pl;1;0;0;0
610489;almetal.pl;1;0;0;0
610911;arsec.pl;1;0;0;0
612803;centrum-turystyki.pl;1;0;0;0
612847;cesarka.pl;1;0;0;0
614848;faxon.com.pl;1;0;0;0
614910;figlowisko.eu;1;0;0;0
614930;finanse48.com.pl;1;0;0;1
614964;firecentrum.pl;1;0;0;0
615154;foko.pl;1;0;0;0
615248;foxy.cba.pl;1;0;0;0
616350;idoneo.pl;1;0;0;0
616865;jezewski.com.pl;1;0;0;0
616867;jezioro-narty.pl;1;0;0;0
616876;jjsdesign.pl;1;0;0;0
617043;kameleon.pw.pl;1;0;0;0
617294;kemodesign.pl;1;0;0;0
617335;kinopolonia.com.pl;1;0;0;0
617463;koliber.koscian.pl;1;0;0;0
617616;konstrukcjedrewniane.pl;1;0;0;0
618419;luk.gda.prv.pl;1;0;0;0
618566;maksymilian.pl;1;0;0;0
618637;marcopol.net.pl;1;0;0;0
618747;masaz.edu.pl;1;0;0;0
619103;mediagraf.pl;1;0;0;0
619656;mz-artleather.pl;1;0;0;0
619714;naprawa-lodowek.prv.pl;1;0;0;0
619838;netbud.pl;1;0;0;0
620326;onnyks.pl;1;0;0;0
620439;ortopeda.republika.pl;1;0;0;0
621255;polmar-kazmierczak.pl;1;0;0;0
621359;poscielsobie.pl;1;0;0;0
621614;proeuro.info;1;0;0;0
621624;profesjonalnycatering.pl;1;0;0;0
622851;rozdzielnice.com;1;0;0;0
623153;schwenk.pl;1;0;0;0
623202;septyk.pl;1;0;0;0
624472;szkolkajagielski.prv.pl;1;0;0;0
624701;techservice.pl;1;0;0;0
625235;tvkalbatros.pl;1;0;0;0
626195;wizazystka.com.pl;1;0;0;0
626628;zajaczkowo.pl;1;0;0;1
626632;zajazdcapri.prv.pl;1;0;0;0
626872;ziola-zycia.pl;1;0;0;0
634159;reprovet.com;1;0;0;0
634288;razerzone.com;1;0;0;0
634368;kongrescontrollerow.pl;1;0;0;0
634508;agroturystykaprzywinogronie.republika.pl;1;0;0;0
634580;kowalstwo-artystyczne-deco-stal.yoyo.pl;1;0;0;0
634813;piekaryslaskie.info.pl;1;0;0;0
634836;pzljeleniagora.republika.pl;1;0;0;0
680471;epik.prv.pl;1;0;0;0
682240;mmtrans.eu;1;0;0;0
683779;skajfan.pl;1;0;0;0
699248;14k.pl;1;0;0;0
699261;2es.com.pl;1;0;0;0
699279;40553.medi.pl;1;0;0;0
699318;aapp.pl;1;0;0;0
699382;ab-ogrodzenia.pl;1;0;0;0
699470;adazoo.pl;1;0;0;0
699665;agra.pl;1;0;0;0
699707;agr-polska.pl;1;0;0;0
699768;akcent.bydgoszcz.pl;1;0;0;0
699875;alejagwiazd.pl;1;0;0;0
699946;alldecor.pl;1;0;0;0
699957;alliorbank.pl;1;0;0;0
699970;almed.ab.ux.pl;1;0;0;0
699975;alnet.net.pl;1;0;0;0
700116;amir-food.pl;1;0;0;0
700152;anabell.pl;1;0;0;0
700436;archiart.net;1;0;0;0
700441;archidea.pl;1;0;0;0
700471;arcon-kuchnie.pl;1;0;0;0
700482;www.arenaxxl.pl;1;0;0;0
700488;argent.olsztyn.pl;1;0;0;0
700587;arte-ar.pl;1;0;0;0
700602;artex-tkaniny.com.pl;1;0;0;0
700640;art-line.pl;1;0;0;0
700688;as.net.pl;1;0;0;0
700787;atoco.pl;1;0;0;0
701114;aw.com.pl;1;0;0;0
701153;azs.univ.rzeszow.pl;1;0;0;0
701607;biblioteka.zielonki.pl;1;0;0;0
701619;bibliotekamanhattan.pl;1;0;0;1
701631;bibliotekatrzebnica.yoyo.pl;1;0;0;0
701713;bio-genetik.iap.pl;1;0;0;0
701744;bip.pinb-lowicz.lo.pl;1;0;0;0
701882;blob.com.pl;1;0;0;0
702027;bp-pragapd.waw.pl;1;0;0;1
702155;btit.com.pl;1;0;0;0
702220;budowlaneuslugi.euroadres.pl;1;0;0;0
702295;bw.cnet.pl;1;0;0;0
702420;casco.com.pl;1;0;0;0
702506;centra.apsys.pl;1;0;0;0
702544;centrumstyl.pl;1;0;0;0
